Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2024-10-12,DAL,5737,PIT,BOS,Main,D80,A,A2,false,,2024-10-12T15:30,2024-10-12T15:27,2024-10-12T15:40,2024-10-12T15:51,2024-10-12T16:49,2024-10-12T17:04,2024-10-12T17:22,2024-10-12T17:15,Embraer 175,N203JQ,,,,,,,0325f3bb-c72b-40ba-9e4c-bd486bd8953a,a8765091-d043-44b1-936c-d217bb519e56,55394d7e-5085-44dc-8919-ae570e6305b3,813ec62f-c303-44d9-a041-a4434d6fd652,,36728d5b-40cd-46ec-93ba-8822376b565d
2024-10-31,JBU,2286,PIT,BOS,Main,B29,C,C11,false,,2024-10-31T10:45,2024-10-31T10:28,2024-10-31T10:55,2024-10-31T10:38,2024-10-31T12:26,2024-10-31T11:53,2024-10-31T12:19,2024-10-31T11:58,Embraer 190,N306JB,,,,,,,035e4b62-047b-4aa1-898c-59baed75a70f,765155ec-70b3-4183-9cd3-10d1f5127405,55394d7e-5085-44dc-8919-ae570e6305b3,813ec62f-c303-44d9-a041-a4434d6fd652,,fb807099-ea21-44f1-afb3-388faab25ae3
2024-11-05,DAL,5679,BOS,PIT,A,A11,Main,C55,false,,2024-11-05T20:10,2024-11-05T20:06,2024-11-05T20:20,2024-11-05T20:28,2024-11-05T21:32,2024-11-05T21:49,2024-11-05T22:05,2024-11-05T21:51,Embraer 175,N240JQ,,,,,,,9da1e273-5100-4834-9cc9-2239c18c39de,a8765091-d043-44b1-936c-d217bb519e56,813ec62f-c303-44d9-a041-a4434d6fd652,55394d7e-5085-44dc-8919-ae570e6305b3,,36728d5b-40cd-46ec-93ba-8822376b565d
2024-11-15,DAL,5694,PIT,LGA,Main,D80,C,67,false,,2024-11-15T13:00,2024-11-15T12:53,2024-11-15T13:10,2024-11-15T13:10,2024-11-15T14:06,2024-11-15T14:10,2024-11-15T14:30,2024-11-15T14:17,Embraer 170,N880RW,,,,,,,af4c5f39-5d95-470c-b62d-857d20256281,a8765091-d043-44b1-936c-d217bb519e56,55394d7e-5085-44dc-8919-ae570e6305b3,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,2acf1934-38ee-4709-8efa-7018f9be5222
2024-11-16,BAW,176,JFK,LHR,8,,5,,false,,2024-11-16T19:15,2024-11-16T19:07,2024-11-16T19:44,2024-11-16T19:48,2024-11-17T07:04,2024-11-17T06:57,2024-11-17T07:10,2024-11-17T07:14,Boeing 777-300 ER,GSTBG,,,,,,,b88dbc26-1553-4647-be7c-04940f6e3a9b,0e7d613e-188c-4d20-95ee-ddc17c17de3d,fc332185-4dde-4791-b449-0de5e83e47b9,5a2a51a0-1a5b-42c9-b220-c61953fac034,,78eac566-1ad0-4ded-9979-9510dfde05f2
2024-11-19,SIA,321,LHR,SIN,2,B42,3,A4,false,,2024-11-19T22:05,2024-11-19T22:20,2024-11-19T22:15,2024-11-19T22:22,2024-11-20T18:52,2024-11-20T18:29,2024-11-20T19:00,,Airbus A380,9VSKZ,,,,,,,d3d202ee-9a36-4a24-9099-4a0811b44315,30242dfb-68a4-4ee8-8055-f967ba273f38,5a2a51a0-1a5b-42c9-b220-c61953fac034,0408c509-a410-4361-806b-eebecfea9bc1,,b8eb326f-91a9-4135-9759-93f73428b24f
2024-11-23,CES,566,SIN,PVG,3,B3,1,,false,,2024-11-23T23:00,2024-11-23T22:52,2024-11-23T23:10,2024-11-23T23:09,2024-11-24T03:56,2024-11-24T03:42,2024-11-24T04:10,2024-11-24T03:44,Airbus A330-200,B5930,,,,,,,8b20135f-2d6d-44ce-99e1-7ecf3686b577,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,0408c509-a410-4361-806b-eebecfea9bc1,94ecd389-4c82-477f-8502-261c27f5b6fa,,e492cf0a-cb5c-4d2d-8102-ac650906e9d5
2024-11-24,CES,5041,PVG,ICN,1,G137,1,126,false,,2024-11-24T09:05,2024-11-24T09:01,2024-11-24T09:15,2024-11-24T09:28,2024-11-24T11:42,2024-11-24T11:55,2024-11-24T11:55,2024-11-24T12:01,Airbus A330-200,B6543,,,,,,,17087cb5-9d00-428e-8777-a9f5a43a3722,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,94ecd389-4c82-477f-8502-261c27f5b6fa,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,,e492cf0a-cb5c-4d2d-8102-ac650906e9d5
2024-11-26,JNA,341,ICN,OKA,2,255,I,,false,,2024-11-26T10:10,2024-11-26T10:37,2024-11-26T10:20,2024-11-26T10:55,2024-11-26T12:20,2024-11-26T12:56,2024-11-26T12:30,2024-11-26T13:04,Boeing 777-200 ER,HL7750,,,,,,,bb0b2500-bc09-40fe-905a-c255beef2f42,12c60b74-4048-4e70-9d5b-a17868293050,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,d4ed967f-b773-49bb-a56d-c61a323783f2,,a0f171e1-86df-426a-8922-e460c0660ae6
2024-12-02,KAL,756,OKA,ICN,I,,2,,false,,2024-12-02T11:45,2024-12-02T11:53,2024-12-02T11:55,2024-12-02T12:18,2024-12-02T14:04,2024-12-02T14:02,2024-12-02T13:45,2024-12-02T14:12,Airbus A321neo,HL8559,,,,,,,1e3665b1-03ef-490d-8e56-559a939108e9,4bcd41e4-4c1d-4f70-8e68-51edb812ab3c,d4ed967f-b773-49bb-a56d-c61a323783f2,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2024-12-02,APZ,111,ICN,SFO,1,,I,A9,false,,2024-12-02T18:55,2024-12-02T19:08,2024-12-02T19:05,2024-12-02T19:18,2024-12-02T11:41,2024-12-02T12:09,2024-12-02T12:00,2024-12-02T12:21,Boeing 787-9,HL8388,,,,,,,9c783326-482a-4c9f-a929-08795fce22ad,738ecc6c-3282-4e23-96be-14a0d645442b,ca56969b-d5b4-4d55-95ad-f7abb4fdede9,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2024-12-03,DAL,564,SFO,ATL,1,C8,S,A21,false,,2024-12-03T13:55,2024-12-03T13:51,2024-12-03T14:05,2024-12-03T14:06,2024-12-03T21:09,2024-12-03T21:07,2024-12-03T21:29,2024-12-03T21:14,Boeing 767-300,N172DN,,,,,,,9b77ddf2-d283-4508-9958-f98ef079fb25,a8765091-d043-44b1-936c-d217bb519e56,9b0faf9d-6e26-44ce-88d6-f30a340ea2b7,6f0c1d11-cfef-4b33-b462-90379270f593,,43446f91-8c37-47d7-bb5e-609364bbe870
2024-12-03,DAL,1351,ATL,PIT,S,A27,Main,D78,false,,2024-12-03T22:25,2024-12-03T22:37,2024-12-03T22:35,2024-12-03T22:53,2024-12-03T23:48,2024-12-04T00:08,2024-12-03T23:59,2024-12-04T00:14,Boeing 737-900ER,N826DN,,,,,,,8b98259c-7109-4b34-9a1f-f17d132c2405,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,55394d7e-5085-44dc-8919-ae570e6305b3,,24012541-435d-4a27-af8a-4791336f1965
2024-12-17,AAL,4484,PIT,LGA,Main,B26,B,31,false,,2024-12-17T17:07,2024-12-17T16:56,2024-12-17T17:17,2024-12-17T17:10,2024-12-17T18:06,2024-12-17T18:03,2024-12-17T18:29,2024-12-17T18:10,Embraer 175,N118HQ,,,,,,,40b25d0b-ed9b-4838-b773-40b7c057cfbd,ae1fc6a5-c42d-4e70-ba63-d641d248d270,55394d7e-5085-44dc-8919-ae570e6305b3,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,36728d5b-40cd-46ec-93ba-8822376b565d
